,GeoName,IndustryClassification,Description,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
614,"Cleveland-Elyria, OH",21,"  Mining, quarrying, and oil and gas extraction",,,,,,,,,,,
618,"Cleveland-Elyria, OH",22,  Utilities,,,,,,,2090.3,1902.5,1581.0,,
619,"Cleveland-Elyria, OH",23,  Construction,3497.6,3217.3,2906.7,2727.6,2874.2,3051.9,3287.3,3272.3,3403.9,3439.3,3463.7
620,"Cleveland-Elyria, OH",31-33,  Manufacturing,18533.3,17410.9,14265.2,15689.1,17309.9,16758.4,16344.4,17381.6,16734.0,16408.5,16668.1
642,"Cleveland-Elyria, OH",42,  Wholesale trade,,,,,7016.0,7094.2,7207.6,7545.8,7801.2,7915.4,8231.5
643,"Cleveland-Elyria, OH",44-45,  Retail trade,6291.4,5820.3,5705.5,5718.3,5603.1,5536.8,5631.8,5636.3,5965.8,6107.8,6129.2
644,"Cleveland-Elyria, OH",48-49,  Transportation and warehousing,2587.5,2411.4,,,,,2405.1,2314.4,2266.0,,
653,"Cleveland-Elyria, OH",51,  Information,3314.1,3326.1,2877.0,2580.2,2360.5,2303.4,3101.4,3197.2,3481.1,3491.4,3430.7
658,"Cleveland-Elyria, OH","52, 53","  Finance, insurance, real estate, rental, and leasing",27242.6,26624.2,26564.6,25847.0,25754.4,25892.4,25359.0,26157.0,26703.5,25999.6,26214.4
659,"Cleveland-Elyria, OH",52,   Finance and insurance,10209.7,9335.3,10221.0,9563.8,9799.0,9847.8,8832.9,9502.7,10302.4,10042.0,10287.5
664,"Cleveland-Elyria, OH",53,   Real estate and rental and leasing,17010.0,17345.6,16343.6,16292.4,15950.6,16040.1,16598.5,16683.6,16351.1,15907.5,15850.5
667,"Cleveland-Elyria, OH","54, 55, 56",  Professional and business services,12925.6,13390.5,12091.8,12480.9,13560.2,14660.4,14716.4,15035.1,14837.5,14892.8,15680.3
668,"Cleveland-Elyria, OH",54,"   Professional, scientific, and technical services",6671.6,7207.2,6653.4,6491.2,6837.9,6978.4,6870.7,6862.2,6988.0,7188.0,7218.0
669,"Cleveland-Elyria, OH",55,   Management of companies and enterprises,2918.5,2882.2,2489.1,2804.2,3229.9,4049.8,4135.5,4287.2,4127.0,4082.6,4807.8
670,"Cleveland-Elyria, OH",56,   Administrative and support and waste management and remediation services,3338.8,3302.3,2949.3,3187.9,3498.0,3646.3,3729.7,3913.6,3737.9,3631.1,3713.5
673,"Cleveland-Elyria, OH","61, 62","  Educational services, health care, and social assistance",10154.6,10465.2,10542.4,10633.4,10772.7,11173.1,11394.0,11301.3,11442.9,11597.0,11485.4
674,"Cleveland-Elyria, OH",61,   Educational services,1331.8,1366.5,1425.0,1384.6,1355.3,1343.8,1279.9,1273.2,1218.8,1228.6,1214.2
675,"Cleveland-Elyria, OH",62,   Health care and social assistance,8822.6,9098.6,9117.4,9248.9,9418.2,9831.9,10121.2,10034.9,10237.0,10382.1,10285.0
679,"Cleveland-Elyria, OH","71, 72","  Arts, entertainment, recreation, accommodation, and food services",3533.9,3326.4,3205.7,3253.5,3153.8,3277.8,3529.3,3672.5,3595.1,3677.6,3818.1
680,"Cleveland-Elyria, OH",71,"   Arts, entertainment, and recreation",1190.1,1136.0,1167.2,1192.0,1009.9,1103.1,1235.2,1317.6,1179.6,1236.2,1388.1
683,"Cleveland-Elyria, OH",72,   Accommodation and food services,2346.0,2191.8,2038.5,2061.5,2144.7,2175.4,2295.5,2357.0,2414.7,2441.4,2434.4
686,"Cleveland-Elyria, OH",81,  Other services (except government and government enterprises),2362.0,2252.4,2108.1,2075.3,2109.8,2173.8,2215.0,2230.8,2247.9,2216.8,2190.8
691,"Cleveland-Elyria, OH","11, 21",Natural resources and mining,512.1,374.4,,,562.1,771.1,1570.0,2004.8,5029.1,7324.5,9729.8
692,"Cleveland-Elyria, OH","42, 44-45",Trade,,,,,12618.3,12631.8,12840.1,13186.1,13769.6,14025.2,14367.6
698,"Columbus, OH",11,"  Agriculture, forestry, fishing, and hunting",,,,,,,431.4,353.3,309.8,358.3,297.9
701,"Columbus, OH",21,"  Mining, quarrying, and oil and gas extraction",,,,,,,235.9,299.0,558.8,559.3,484.7
705,"Columbus, OH",22,  Utilities,,,,,,,2207.6,,2463.1,,
706,"Columbus, OH",23,  Construction,3214.1,2916.4,2588.3,2451.6,2670.7,2998.1,3189.3,3164.6,3361.5,3524.9,3887.7
707,"Columbus, OH",31-33,  Manufacturing,10986.9,10025.1,8321.9,8907.4,9351.2,9787.4,9942.9,10525.9,10649.7,10543.1,10829.5
729,"Columbus, OH",42,  Wholesale trade,,,,,,,,6065.0,,6297.2,6338.7
730,"Columbus, OH",44-45,  Retail trade,6019.8,5719.2,5656.2,5854.8,6209.0,6339.7,6376.2,6467.6,6507.4,6714.0,7123.6
731,"Columbus, OH",48-49,  Transportation and warehousing,,,,,,,,,,,
740,"Columbus, OH",51,  Information,3507.9,3480.6,2797.1,2662.6,2597.6,2679.2,4092.5,4061.9,,4259.7,4334.6
745,"Columbus, OH","52, 53","  Finance, insurance, real estate, rental, and leasing",23192.2,22496.9,23040.7,23474.8,25712.0,27225.7,25795.8,26716.2,28261.3,29082.5,29306.7
746,"Columbus, OH",52,   Finance and insurance,10363.5,9683.1,10511.3,10706.8,11518.2,12559.5,11581.2,12601.0,13589.1,13374.0,13892.6
751,"Columbus, OH",53,   Real estate and rental and leasing,12820.1,12843.4,12529.4,12768.0,14204.0,14653.2,14230.3,14066.7,14589.2,15710.4,15353.2
754,"Columbus, OH","54, 55, 56",  Professional and business services,13636.7,14341.8,13662.2,14180.1,15000.0,16108.0,16703.6,17425.2,17842.9,17990.4,18522.6
755,"Columbus, OH",54,"   Professional, scientific, and technical services",,7423.9,,,,,7143.7,7293.0,7370.7,7642.3,7729.0
756,"Columbus, OH",55,   Management of companies and enterprises,,,,,,,,,5543.9,5524.1,5830.1
757,"Columbus, OH",56,   Administrative and support and waste management and remediation services,,,,3906.9,,,,,4975.1,4869.8,5019.9
760,"Columbus, OH","61, 62","  Educational services, health care, and social assistance",6876.6,7290.4,7467.3,7555.1,7818.7,7940.6,8130.8,8413.7,8746.8,8869.5,9301.0
761,"Columbus, OH",61,   Educational services,,,,,,,829.4,848.7,841.8,820.5,836.6
762,"Columbus, OH",62,   Health care and social assistance,,,,,,,7307.0,7571.4,7915.5,8063.2,8482.2
766,"Columbus, OH","71, 72","  Arts, entertainment, recreation, accommodation, and food services",3094.1,2896.4,2712.5,2809.5,2906.1,2949.3,3270.8,3365.0,3512.1,3567.3,3631.8
767,"Columbus, OH",71,"   Arts, entertainment, and recreation",490.3,436.0,439.2,439.1,,499.2,734.1,736.4,715.3,735.0,814.5
770,"Columbus, OH",72,   Accommodation and food services,2603.4,2461.1,2273.3,2370.3,,2450.2,2539.4,2630.8,2797.4,2833.3,2821.7
773,"Columbus, OH",81,  Other services (except government and government enterprises),,2062.7,1940.8,1936.1,1946.0,2023.9,2033.4,2112.7,,2214.2,2220.8
778,"Columbus, OH","11, 21",Natural resources and mining,399.8,,,,650.6,,669.4,639.5,807.9,866.7,736.4
779,"Columbus, OH","42, 44-45",Trade,,,,,,,,12534.9,,13013.6,13459.9
785,"Dallas-Fort Worth-Arlington, TX",11,"  Agriculture, forestry, fishing, and hunting",,,,,,,,,385.3,,
788,"Dallas-Fort Worth-Arlington, TX",21,"  Mining, quarrying, and oil and gas extraction",,,,,,,,33683.1,34985.5,,
792,"Dallas-Fort Worth-Arlington, TX",22,  Utilities,,,,,,,,,,,
793,"Dallas-Fort Worth-Arlington, TX",23,  Construction,17747.3,,15259.8,14591.1,,15777.3,17068.6,18439.5,19557.1,20510.3,21250.8
794,"Dallas-Fort Worth-Arlington, TX",31-33,  Manufacturing,49929.9,47454.5,44824.4,,49266.2,51919.3,59472.2,56581.7,56571.6,55395.3,56908.7
816,"Dallas-Fort Worth-Arlington, TX",42,  Wholesale trade,,,,,,,,,,,
817,"Dallas-Fort Worth-Arlington, TX",44-45,  Retail trade,21053.4,19895.5,18767.4,19166.3,20389.7,22200.0,23132.7,24472.7,25626.5,26870.4,27759.6
818,"Dallas-Fort Worth-Arlington, TX",48-49,  Transportation and warehousing,13608.7,13250.6,12294.3,12639.8,13749.1,13754.6,13554.0,13857.0,15425.6,15347.2,16613.4
827,"Dallas-Fort Worth-Arlington, TX",51,  Information,21845.3,,,,,,,23652.7,26717.4,28318.3,28984.6
832,"Dallas-Fort Worth-Arlington, TX","52, 53","  Finance, insurance, real estate, rental, and leasing",61892.0,,62915.3,,,70840.9,,78901.3,83414.9,86679.0,91097.1
833,"Dallas-Fort Worth-Arlington, TX",52,   Finance and insurance,22390.0,21632.9,23396.3,23227.0,24708.1,25936.3,,27956.6,29573.2,29544.9,31014.9
838,"Dallas-Fort Worth-Arlington, TX",53,   Real estate and rental and leasing,39490.2,,39519.0,,,44876.5,46246.1,51036.8,53937.0,57437.1,60407.3
841,"Dallas-Fort Worth-Arlington, TX","54, 55, 56",  Professional and business services,44048.6,46055.5,42409.3,43939.0,46534.4,49499.8,50884.1,54050.5,58700.4,,62449.1
842,"Dallas-Fort Worth-Arlington, TX",54,"   Professional, scientific, and technical services",,,,25580.7,27089.5,,,30065.8,32863.2,34766.9,
843,"Dallas-Fort Worth-Arlington, TX",55,   Management of companies and enterprises,,,,,,,,6769.2,,,
844,"Dallas-Fort Worth-Arlington, TX",56,   Administrative and support and waste management and remediation services,,,,,,,15989.1,17261.4,,17738.4,
847,"Dallas-Fort Worth-Arlington, TX","61, 62","  Educational services, health care, and social assistance",20346.1,21430.2,,,24004.1,24772.9,25297.2,26630.7,28328.8,29428.6,30610.1
848,"Dallas-Fort Worth-Arlington, TX",61,   Educational services,,,2244.4,2310.2,,,,,,,
849,"Dallas-Fort Worth-Arlington, TX",62,   Health care and social assistance,,,,,,,,,,,
853,"Dallas-Fort Worth-Arlington, TX","71, 72","  Arts, entertainment, recreation, accommodation, and food services",,12963.1,12766.1,,14066.6,13919.1,13178.2,14382.6,15738.9,16477.1,16829.5
854,"Dallas-Fort Worth-Arlington, TX",71,"   Arts, entertainment, and recreation",,2661.5,2638.2,,2847.6,3122.2,2808.6,3106.2,3401.8,3622.3,3853.7
857,"Dallas-Fort Worth-Arlington, TX",72,   Accommodation and food services,10963.5,10301.9,10127.9,10856.6,11218.7,10797.6,10368.0,11275.7,12336.4,12856.2,12984.3
860,"Dallas-Fort Worth-Arlington, TX",81,  Other services (except government and government enterprises),7794.2,7408.1,7122.9,7137.2,7304.5,7684.5,7436.1,7612.5,7721.6,7753.0,7886.7
865,"Dallas-Fort Worth-Arlington, TX","11, 21",Natural resources and mining,17441.4,20365.8,22039.9,22792.7,25309.3,28476.7,31012.5,,35413.4,28311.4,33995.4
866,"Dallas-Fort Worth-Arlington, TX","42, 44-45",Trade,,,,,,,,,,,
872,"Denver-Aurora-Lakewood, CO",11,"  Agriculture, forestry, fishing, and hunting",,,,,,,89.8,87.7,94.9,122.4,
875,"Denver-Aurora-Lakewood, CO",21,"  Mining, quarrying, and oil and gas extraction",,,,,,,8468.4,10858.5,12624.7,10704.4,11221.6
879,"Denver-Aurora-Lakewood, CO",22,  Utilities,,,,,,,,,,,
880,"Denver-Aurora-Lakewood, CO",23,  Construction,7237.7,6730.4,5810.2,5265.2,5092.9,5385.4,6697.4,7622.2,8376.0,8981.4,9276.6
881,"Denver-Aurora-Lakewood, CO",31-33,  Manufacturing,,10390.7,,,,9274.6,9305.3,9837.0,10066.2,10505.2,
903,"Denver-Aurora-Lakewood, CO",42,  Wholesale trade,11248.4,11210.3,,,,10431.4,,,,,12810.8
904,"Denver-Aurora-Lakewood, CO",44-45,  Retail trade,7902.4,7648.6,7290.0,7808.9,7729.4,7808.3,7799.3,8152.9,8652.3,,
905,"Denver-Aurora-Lakewood, CO",48-49,  Transportation and warehousing,,,,,,,6073.8,6609.0,6477.6,6101.0,6515.3
914,"Denver-Aurora-Lakewood, CO",51,  Information,14843.9,15569.5,15372.2,15928.5,15371.0,15140.8,12884.2,13208.0,12760.8,,13885.7
919,"Denver-Aurora-Lakewood, CO","52, 53","  Finance, insurance, real estate, rental, and leasing",29070.2,29522.6,30570.9,30585.1,32542.5,34711.4,34323.8,34988.1,36657.7,,37244.2
920,"Denver-Aurora-Lakewood, CO",52,   Finance and insurance,,,9617.1,8916.2,9793.5,11328.6,,,,10491.6,10561.4
925,"Denver-Aurora-Lakewood, CO",53,   Real estate and rental and leasing,,,20953.8,21684.4,22749.8,23320.0,,,,,26824.6
928,"Denver-Aurora-Lakewood, CO","54, 55, 56",  Professional and business services,22273.3,23299.6,22714.5,23430.8,24130.7,26174.5,26005.8,27472.5,28686.2,29011.0,30988.8
929,"Denver-Aurora-Lakewood, CO",54,"   Professional, scientific, and technical services",13206.4,14297.3,,,14571.0,,,,16932.0,17696.1,18301.2
930,"Denver-Aurora-Lakewood, CO",55,   Management of companies and enterprises,,,,,,,,5607.8,5929.8,5385.7,6396.4
931,"Denver-Aurora-Lakewood, CO",56,   Administrative and support and waste management and remediation services,,,,,,5365.4,,,5838.2,5905.3,6313.6
934,"Denver-Aurora-Lakewood, CO","61, 62","  Educational services, health care, and social assistance",8642.6,9172.5,9521.5,9630.8,9703.1,9996.3,10412.4,10970.9,11434.5,11875.5,12157.3
935,"Denver-Aurora-Lakewood, CO",61,   Educational services,,,,,,1390.5,1362.7,1401.0,1380.6,1378.8,1369.5
936,"Denver-Aurora-Lakewood, CO",62,   Health care and social assistance,,,,,,8606.3,9054.6,9577.6,10069.4,10519.1,10815.8
940,"Denver-Aurora-Lakewood, CO","71, 72","  Arts, entertainment, recreation, accommodation, and food services",6144.1,5902.6,5434.0,5860.5,6183.3,6305.5,6427.2,6587.1,,7212.8,7573.7
941,"Denver-Aurora-Lakewood, CO",71,"   Arts, entertainment, and recreation",1824.1,1718.7,1682.4,1938.4,2029.5,2019.9,,,,2420.9,2567.4
944,"Denver-Aurora-Lakewood, CO",72,   Accommodation and food services,4320.6,4185.6,3751.6,3922.2,4153.9,4285.6,,,4620.8,4794.4,5010.1
947,"Denver-Aurora-Lakewood, CO",81,  Other services (except government and government enterprises),3402.2,3344.6,3138.0,3111.3,3101.8,3242.2,3295.9,,3524.3,3593.0,3689.2
952,"Denver-Aurora-Lakewood, CO","11, 21",Natural resources and mining,,6804.7,7928.5,7578.4,7894.1,7769.5,8558.1,10944.4,12715.5,10850.0,
953,"Denver-Aurora-Lakewood, CO","42, 44-45",Trade,19145.9,18849.1,,,,18240.7,,,,21268.6,
959,"Detroit-Warren-Dearborn, MI",11,"  Agriculture, forestry, fishing, and hunting",,,,,,,,,,,
962,"Detroit-Warren-Dearborn, MI",21,"  Mining, quarrying, and oil and gas extraction",,,,,,,,,462.4,,
966,"Detroit-Warren-Dearborn, MI",22,  Utilities,,,,,,,,,,2917.6,2946.3
967,"Detroit-Warren-Dearborn, MI",23,  Construction,7362.1,6310.6,5402.8,5667.8,5948.9,5961.3,6424.5,6922.8,7371.5,7682.4,8066.1
968,"Detroit-Warren-Dearborn, MI",31-33,  Manufacturing,39800.9,33488.7,22011.7,31610.0,36089.3,39043.6,39437.7,39805.1,39629.8,38916.4,41040.7
990,"Detroit-Warren-Dearborn, MI",42,  Wholesale trade,16720.6,16481.8,13781.4,14489.1,,,,16208.4,16609.4,17189.9,
991,"Detroit-Warren-Dearborn, MI",44-45,  Retail trade,12391.5,11986.2,11973.6,12089.3,12160.7,12203.2,11941.3,12753.3,12747.7,13447.4,13963.9
992,"Detroit-Warren-Dearborn, MI",48-49,  Transportation and warehousing,,,,,,5675.9,5607.1,,,5812.6,
1001,"Detroit-Warren-Dearborn, MI",51,  Information,7010.2,6925.1,6499.5,6584.7,6578.0,6298.9,6427.9,6476.6,6819.0,7164.7,6593.3
1006,"Detroit-Warren-Dearborn, MI","52, 53","  Finance, insurance, real estate, rental, and leasing",43079.7,37931.3,39077.3,38643.2,39237.3,39226.7,38451.7,40164.0,41818.4,42183.4,43338.9
1007,"Detroit-Warren-Dearborn, MI",52,   Finance and insurance,14025.0,9693.1,11386.3,10840.7,10854.9,11282.0,10264.8,11079.3,12321.5,12009.1,12239.9
1012,"Detroit-Warren-Dearborn, MI",53,   Real estate and rental and leasing,28836.4,28291.2,27690.9,27810.9,28398.1,27932.7,28238.1,29104.9,29431.3,30165.7,31104.6
1015,"Detroit-Warren-Dearborn, MI","54, 55, 56",  Professional and business services,35038.9,35043.7,30105.3,30910.5,33367.3,34960.3,36429.9,37216.7,38674.2,39784.4,41378.5
1016,"Detroit-Warren-Dearborn, MI",54,"   Professional, scientific, and technical services",,,,,,,,,,,25468.3
1017,"Detroit-Warren-Dearborn, MI",55,   Management of companies and enterprises,,,,,,,,,,,7941.1
1018,"Detroit-Warren-Dearborn, MI",56,   Administrative and support and waste management and remediation services,8487.5,8151.6,7131.3,7643.6,8059.1,8381.4,8211.2,8085.6,8066.3,7787.1,7998.5
1021,"Detroit-Warren-Dearborn, MI","61, 62","  Educational services, health care, and social assistance",17543.3,18129.0,18069.3,17691.3,17893.9,17987.4,17876.4,17888.6,18226.9,18587.7,18763.8
1022,"Detroit-Warren-Dearborn, MI",61,   Educational services,1460.6,1426.9,1381.7,1400.6,1322.9,1357.1,1334.7,1368.1,1307.1,1281.4,1273.1
1023,"Detroit-Warren-Dearborn, MI",62,   Health care and social assistance,16084.0,16702.3,16687.6,16290.6,16572.1,16630.6,16542.8,16519.2,16926.2,17318.3,17505.0
1027,"Detroit-Warren-Dearborn, MI","71, 72","  Arts, entertainment, recreation, accommodation, and food services",7853.5,7478.3,6817.6,6777.2,6927.4,7090.2,7292.4,7267.0,7407.6,7506.6,7773.4
1028,"Detroit-Warren-Dearborn, MI",71,"   Arts, entertainment, and recreation",2536.9,2473.0,2228.4,2091.9,1757.5,1794.5,1770.4,1767.6,1786.0,1915.0,2047.2
1031,"Detroit-Warren-Dearborn, MI",72,   Accommodation and food services,5318.2,5005.0,4589.3,4685.1,5169.2,5295.0,5520.0,5497.5,5619.2,5592.7,5730.1
1034,"Detroit-Warren-Dearborn, MI",81,  Other services (except government and government enterprises),5099.5,4815.4,4519.2,4518.7,4460.9,4566.5,4554.9,4568.3,4551.8,4623.2,4618.2
1039,"Detroit-Warren-Dearborn, MI","11, 21",Natural resources and mining,300.8,301.7,332.5,345.1,,369.1,396.9,423.5,,622.2,575.6
1040,"Detroit-Warren-Dearborn, MI","42, 44-45",Trade,29076.1,28430.3,25755.0,26580.5,,,,28972.3,29371.3,30649.2,
1046,"Green Bay, WI",11,"  Agriculture, forestry, fishing, and hunting",230.7,,,,,,,373.1,400.6,438.3,405.3
1049,"Green Bay, WI",21,"  Mining, quarrying, and oil and gas extraction",29.1,,,,,,,35.7,44.9,39.8,36.6
1053,"Green Bay, WI",22,  Utilities,,,,,,,,,392.4,413.5,436.3
1054,"Green Bay, WI",23,  Construction,621.0,597.8,538.3,541.0,530.7,559.7,595.1,597.2,632.4,637.9,632.1
1055,"Green Bay, WI",31-33,  Manufacturing,3205.8,3004.3,2924.3,2910.6,2981.0,2985.4,2947.5,2893.6,2782.2,2839.2,2986.1
1077,"Green Bay, WI",42,  Wholesale trade,,,,,,,1021.4,1062.2,1032.0,1057.9,1120.3
1078,"Green Bay, WI",44-45,  Retail trade,738.4,741.0,717.2,703.2,715.2,728.7,759.0,788.1,816.9,867.5,909.9
1079,"Green Bay, WI",48-49,  Transportation and warehousing,681.2,519.3,511.8,,,,,,590.6,596.9,616.2
1088,"Green Bay, WI",51,  Information,,,,438.7,,,539.2,,,359.3,381.7
1093,"Green Bay, WI","52, 53","  Finance, insurance, real estate, rental, and leasing",2541.3,2444.5,2702.9,2709.4,2692.6,2828.8,2639.5,2817.1,3512.8,3621.5,3630.8
1094,"Green Bay, WI",52,   Finance and insurance,1332.1,1218.0,1426.1,1413.0,1413.7,1465.4,1486.1,1712.4,2018.5,2142.3,2151.3
1099,"Green Bay, WI",53,   Real estate and rental and leasing,1207.3,1227.9,1276.8,1296.6,1278.8,1364.3,1147.4,1090.9,1483.5,1465.0,1465.2
1102,"Green Bay, WI","54, 55, 56",  Professional and business services,1195.0,1530.8,1473.6,1542.2,1619.5,1663.0,1665.8,1720.2,1803.8,1753.2,1696.5
1103,"Green Bay, WI",54,"   Professional, scientific, and technical services",523.1,563.5,545.0,578.8,608.8,,,,,,
1104,"Green Bay, WI",55,   Management of companies and enterprises,,,,,,,,658.4,718.6,669.3,604.1
1105,"Green Bay, WI",56,   Administrative and support and waste management and remediation services,,,,,,,,,,,
1108,"Green Bay, WI","61, 62","  Educational services, health care, and social assistance",1332.1,1378.2,1423.2,1406.7,1472.0,1506.8,1501.3,1512.3,1592.2,1638.5,1688.2
1109,"Green Bay, WI",61,   Educational services,,,,,,,88.7,89.5,,,
1110,"Green Bay, WI",62,   Health care and social assistance,,,,,,,1412.7,1422.9,,,
1114,"Green Bay, WI","71, 72","  Arts, entertainment, recreation, accommodation, and food services",595.3,602.4,620.7,656.8,684.1,639.9,679.3,631.0,636.2,652.2,684.9
1115,"Green Bay, WI",71,"   Arts, entertainment, and recreation",244.7,258.4,288.6,322.1,345.7,287.4,352.1,306.3,299.9,317.0,346.5
1118,"Green Bay, WI",72,   Accommodation and food services,351.4,344.3,332.2,334.7,338.4,352.5,327.8,324.8,336.2,335.3,339.1
1121,"Green Bay, WI",81,  Other services (except government and government enterprises),,,,290.8,,,279.8,,,284.6,291.8
1126,"Green Bay, WI","11, 21",Natural resources and mining,259.4,271.5,209.1,,286.5,275.8,284.0,407.6,442.9,476.0,439.9
1127,"Green Bay, WI","42, 44-45",Trade,,,,,,,1781.0,1850.8,1848.9,1925.0,2030.1
1133,"Houston-The Woodlands-Sugar Land, TX",11,"  Agriculture, forestry, fishing, and hunting",260.9,230.8,269.1,,,,224.0,202.9,306.8,339.2,318.3
1136,"Houston-The Woodlands-Sugar Land, TX",21,"  Mining, quarrying, and oil and gas extraction",48977.4,43503.0,58026.4,45209.7,44315.2,57637.8,63736.9,70870.0,74058.2,57315.2,52090.4
1140,"Houston-The Woodlands-Sugar Land, TX",22,  Utilities,,,,,,,,12282.8,12912.2,12223.5,
1141,"Houston-The Woodlands-Sugar Land, TX",23,  Construction,22024.3,22206.9,20832.0,20182.0,20455.1,22063.3,23688.7,24957.0,26407.3,25869.5,23949.4
1142,"Houston-The Woodlands-Sugar Land, TX",31-33,  Manufacturing,69393.6,57989.6,57258.5,66414.9,71739.7,64445.9,68912.5,62463.8,67625.7,66203.3,64586.5
1164,"Houston-The Woodlands-Sugar Land, TX",42,  Wholesale trade,29847.5,32015.9,28605.8,30728.0,33942.0,37471.2,,,,,36877.7
1165,"Houston-The Woodlands-Sugar Land, TX",44-45,  Retail trade,15826.4,15877.0,15801.6,15964.4,16523.2,17391.5,18147.8,19677.6,20825.7,21848.1,22530.4
1166,"Houston-The Woodlands-Sugar Land, TX",48-49,  Transportation and warehousing,,,,,,,16848.6,,,,
1175,"Houston-The Woodlands-Sugar Land, TX",51,  Information,,,,,,,,,,9170.5,9312.6
1180,"Houston-The Woodlands-Sugar Land, TX","52, 53","  Finance, insurance, real estate, rental, and leasing",45700.2,47249.4,47754.0,48003.3,49676.7,53660.5,53032.0,54421.8,55892.2,54548.6,55514.4
1181,"Houston-The Woodlands-Sugar Land, TX",52,   Finance and insurance,12663.6,12031.8,13488.1,13587.5,13430.1,14130.3,14132.9,14839.0,15337.2,15870.2,16287.4
1186,"Houston-The Woodlands-Sugar Land, TX",53,   Real estate and rental and leasing,32987.8,35286.1,34265.9,34415.1,36278.6,39592.6,38943.6,39584.0,40540.9,38490.9,39007.7
1189,"Houston-The Woodlands-Sugar Land, TX","54, 55, 56",  Professional and business services,43600.7,47536.1,44825.4,46820.0,49332.8,52322.6,54816.0,59377.0,59651.8,56896.8,59194.3
1190,"Houston-The Woodlands-Sugar Land, TX",54,"   Professional, scientific, and technical services",,31740.3,,,,,,,,,34940.6
1191,"Houston-The Woodlands-Sugar Land, TX",55,   Management of companies and enterprises,,,,,,,,,,7628.3,9384.1
1192,"Houston-The Woodlands-Sugar Land, TX",56,   Administrative and support and waste management and remediation services,,,,,,,16363.4,17012.0,,,15173.0
1195,"Houston-The Woodlands-Sugar Land, TX","61, 62","  Educational services, health care, and social assistance",16454.4,17355.9,18393.4,18849.4,19279.4,19753.4,20514.6,21285.6,22525.2,23001.8,23332.4
1196,"Houston-The Woodlands-Sugar Land, TX",61,   Educational services,,,,,,,,2779.8,,2880.9,2922.5
1197,"Houston-The Woodlands-Sugar Land, TX",62,   Health care and social assistance,,,,,,,,18515.1,,20143.6,20432.9
1201,"Houston-The Woodlands-Sugar Land, TX","71, 72","  Arts, entertainment, recreation, accommodation, and food services",9596.5,9533.3,8969.8,9138.0,9436.7,10117.9,10545.7,11437.2,11955.5,11980.0,12147.4
1202,"Houston-The Woodlands-Sugar Land, TX",71,"   Arts, entertainment, and recreation",2153.0,,2236.1,2310.9,2108.3,2152.4,2095.8,,,2665.1,
1205,"Houston-The Woodlands-Sugar Land, TX",72,   Accommodation and food services,7449.2,,6733.7,6827.1,7328.4,7965.2,8447.2,,,9321.8,
1208,"Houston-The Woodlands-Sugar Land, TX",81,  Other services (except government and government enterprises),7146.9,7090.1,,6886.5,6751.3,7130.7,6996.2,7605.4,7744.9,7641.4,7740.1
1213,"Houston-The Woodlands-Sugar Land, TX","11, 21",Natural resources and mining,49232.3,43728.5,58295.5,,,,63967.0,71079.6,74391.5,57717.3,52469.2
1214,"Houston-The Woodlands-Sugar Land, TX","42, 44-45",Trade,45675.3,47857.6,44407.3,46697.5,50483.5,54894.5,,,,,59368.9
1220,"Indianapolis-Carmel-Anderson, IN",11,"  Agriculture, forestry, fishing, and hunting",,,,,,,751.7,506.8,344.0,616.0,539.3
1223,"Indianapolis-Carmel-Anderson, IN",21,"  Mining, quarrying, and oil and gas extraction",,,,,,,127.9,139.7,143.2,158.1,207.3
1227,"Indianapolis-Carmel-Anderson, IN",22,  Utilities,,,,,,,1549.3,1432.2,1483.8,1550.1,1566.7
1228,"Indianapolis-Carmel-Anderson, IN",23,  Construction,,,,,,,3895.3,3758.1,3800.7,4039.9,4116.2
1229,"Indianapolis-Carmel-Anderson, IN",31-33,  Manufacturing,25708.3,27804.6,26009.5,27759.5,26041.3,,25927.4,25878.6,22445.0,22287.5,22720.8
1251,"Indianapolis-Carmel-Anderson, IN",42,  Wholesale trade,,,,,,,6604.6,6901.6,7284.8,7632.2,7915.7
1252,"Indianapolis-Carmel-Anderson, IN",44-45,  Retail trade,5758.0,5527.7,5531.7,5735.4,5965.0,6025.8,6175.8,6486.6,6880.8,7405.5,7717.3
1253,"Indianapolis-Carmel-Anderson, IN",48-49,  Transportation and warehousing,,,,,,3754.1,4008.8,4059.7,4002.7,4152.6,4222.7
1262,"Indianapolis-Carmel-Anderson, IN",51,  Information,3062.1,3317.5,3169.0,,,,,,,,3420.1
1267,"Indianapolis-Carmel-Anderson, IN","52, 53","  Finance, insurance, real estate, rental, and leasing",22947.2,21779.5,22487.2,23398.5,24024.9,24975.1,25143.2,,27793.5,,29545.6
1268,"Indianapolis-Carmel-Anderson, IN",52,   Finance and insurance,8237.2,6198.3,7062.1,7273.7,7412.1,7767.5,6994.8,8848.3,10298.7,10092.8,10416.6
1273,"Indianapolis-Carmel-Anderson, IN",53,   Real estate and rental and leasing,14626.6,15596.5,15425.1,16126.1,16616.3,17207.8,18201.7,,17373.2,,19035.3
1276,"Indianapolis-Carmel-Anderson, IN","54, 55, 56",  Professional and business services,10451.6,11010.9,10198.9,10631.8,11282.1,11837.5,12239.2,12479.2,12987.3,13796.1,14330.0
1277,"Indianapolis-Carmel-Anderson, IN",54,"   Professional, scientific, and technical services",,,,,,,,6513.1,,,
